"","Crop","Plot","Range","Unique.ID","Lentil","Wheat","Rep_gen","Facet","Combo","Rep_combo","Type","Col","Row","Block","BlockRow","BlockCol","Name","ENV","Planting.Date..date.","HD","HT","MAT","LD","YLD","Y.ADJ","TWT","KWT","PRO","Notes"
"384","Wheat",1418,3,"1418-W002","L081","W002",15,"W001_W010","L081-W002",1,"Treatment",3,15,7,5,3,"ASTIGI","Hunter2025","16-May-25",53,67,103,4,1314,3586,78.9,44.6,15.5,""
"385","Wheat",1553,13,"1553-W002","L031","W002",16,"W001_W010","L031-W002",1,"Treatment",13,21,15,1,3,"ASTIGI","Hunter2025","16-May-25",55,83,101,1,2426,6624,76.3,43.4,15.5,""
"386","Wheat",3429,12,"3429-W002","L041","W002",10,"W001_W010","L041-W002",1,"Treatment",12,9,3,8,2,"ASTIGI","Clavet2025","8-May-25",57,72,106,4,1706,4657,80.2,46,15.5,""
"387","Wheat",5120,21,"5120-W002","L001","W002",11,"W001_W010","L001-W002",2,"Treatment",21,68,47,1,1,"ASTIGI","Clavet2025","8-May-25",60,63,108,1,1550,4232,80.4,45,15.5,""
"388","Wheat",5168,28,"5168-W002","L071","W002",12,"W001_W010","L071-W002",2,"Treatment",28,69,48,2,3,"ASTIGI","Clavet2025","8-May-25",58,75,107,3,2352,6420,81.1,44,15.5,""
"389","Wheat",1980,20,"1980-W002","L051","W002",17,"W001_W010","L051-W002",1,"Treatment",20,35,22,6,5,"ASTIGI","Hunter2025","16-May-25",54,65,105,3,1568,4281,78.4,44.4,15.6,""
"390","Wheat",1557,17,"1557-W002","L091","W002",18,"W001_W010","L091-W002",1,"Treatment",17,21,16,1,2,"ASTIGI","Hunter2025","16-May-25",53,67,102,1,1899,5184,76.5,44.2,15.7,""
"391","Wheat",4770,11,"4770-W002","L021","W002",13,"W001_W010","L021-W002",2,"Treatment",11,55,33,7,1,"ASTIGI","Clavet2025","8-May-25",56,73,105,4,2259,6166,80.3,42.7,15.7,""
"392","Wheat",3344,24,"3344-W002","L081","W002",14,"W001_W010","L081-W002",1,"Treatment",24,6,5,5,4,"ASTIGI","Clavet2025","8-May-25",56,69,106,4,1992,5438,80.8,43.2,15.8,""
"393","Wheat",4882,19,"4882-W002","L011","W002",15,"W001_W010","L011-W002",2,"Treatment",19,60,40,2,4,"ASTIGI","Clavet2025","8-May-25",57,75,105,4,2390,6525,80.6,45,15.8,""
"394","Wheat",1823,18,"1823-W002","L011","W002",19,"W001_W010","L011-W002",1,"Treatment",18,30,22,1,3,"ASTIGI","Hunter2025","16-May-25",53,65,104,3,1294,3532,76.7,41.9,15.9,""
"395","Wheat",4027,14,"4027-W002","L051","W002",16,"W001_W010","L051-W002",1,"Treatment",14,30,21,1,4,"ASTIGI","Clavet2025","8-May-25",57,74,106,4,2024,5527,80.9,46.3,15.9,""
"396","Wheat",4517,24,"4517-W002","L061","W002",17,"W001_W010","L061-W002",2,"Treatment",24,47,29,8,4,"ASTIGI","Clavet2025","8-May-25",58,70,106,1,2087,5698,80.2,44.3,15.9,""
"397","Wheat",4078,23,"4078-W002","L011","W002",18,"W001_W010","L011-W002",1,"Treatment",23,32,23,3,3,"ASTIGI","Clavet2025","8-May-25",57,70,106,3,1959,5348,80.3,42.2,16,""
"398","Wheat",4898,3,"4898-W002","L031","W002",19,"W001_W010","L031-W002",2,"Treatment",3,60,37,2,3,"ASTIGI","Clavet2025","8-May-25",56,65,105,4,2217,6051,79.2,40.6,16.1,""
"399","Wheat",1631,30,"1631-W002","L041","W002",20,"W001_W010","L041-W002",1,"Treatment",30,24,18,4,5,"ASTIGI","Hunter2025","16-May-25",55,78,104,1,2119,7257,76.3,42.5,16.2,""
"400","Wheat",4092,9,"4092-W002","L001","W002",20,"W001_W010","L001-W002",1,"Treatment",9,32,20,3,4,"ASTIGI","Clavet2025","8-May-25",58,70,107,3,1912,5219,80.4,43.8,16.5,""
"401","Wheat",2885,5,"2885-W003","L021","W003",1,"W001_W010","L021-W003",2,"Treatment",5,67,37,9,5,"REVA","Hunter2025","16-May-25",56,75,102,1,1912,5220,73.5,42.4,14.2,""
"402","Wheat",2949,9,"2949-W003","L061","W003",2,"W001_W010","L061-W003",2,"Treatment",9,69,44,2,4,"REVA","Hunter2025","16-May-25",55,69,101,1,2063,5631,74.1,42.6,14.3,""
"403","Wheat",1103,18,"1103-W003","L091","W003",3,"W001_W010","L091-W003",1,"Treatment",18,5,4,4,3,"REVA","Hunter2025","16-May-25",54,67,101,1,1884,5143,72.2,42.8,14.6,""
"404","Wheat",2053,28,"2053-W003","L081","W003",4,"W001_W010","L081-W003",1,"Treatment",28,38,24,9,3,"REVA","Hunter2025","16-May-25",55,65,101,1,2037,5560,72.9,40.1,14.6,""
"405","Wheat",1435,15,"1435-W003","L041","W003",5,"W001_W010","L041-W003",1,"Treatment",15,16,9,6,5,"REVA","Hunter2025","16-May-25",55,75,101,1,2291,6253,73.6,43.5,14.7,""
"406","Wheat",1323,23,"1323-W003","L011","W003",6,"W001_W010","L011-W003",1,"Treatment",23,12,11,2,3,"REVA","Hunter2025","16-May-25",55,60,101,1,1779,4857,74.1,46,14.8,""
"407","Wheat",2110,11,"2110-W003","L001","W003",7,"W001_W010","L001-W003",2,"Treatment",10,40,26,1,5,"REVA","Hunter2025","16-May-25",54,63,101,1,1777,4850,73.2,41,14.9,""
"408","Wheat",2317,24,"2317-W003","L031","W003",8,"W001_W010","L031-W003",2,"Treatment",24,47,29,8,4,"REVA","Hunter2025","16-May-25",53,62,101,1,1492,4072,73.5,43.1,14.9,""
"409","Wheat",2559,22,"2559-W003","L091","W003",9,"W001_W010","L091-W003",2,"Treatment",22,55,35,7,2,"REVA","Hunter2025","16-May-25",54,66,100,1,1574,4298,74.7,42.2,14.9,""
"410","Wheat",2888,8,"2888-W003","L081","W003",10,"W001_W010","L081-W003",2,"Treatment",8,67,38,9,3,"REVA","Hunter2025","16-May-25",55,65,102,1,1539,4200,72.6,39.4,14.9,""
"411","Wheat",5159,19,"5159-W003","L011","W003",1,"W001_W010","L011-W003",2,"Treatment",19,69,46,2,4,"REVA","Clavet2025","8-May-25",58,67,105,1,1776,4848,76.8,43,14.9,""
"412","Wheat",1333,28,"1333-W003","L051","W003",11,"W001_W010","L051-W003",1,"Treatment",28,13,12,3,3,"REVA","Hunter2025","16-May-25",54,63,101,1,1841,5026,74.3,44.1,15,""
"413","Wheat",3095,26,"3095-W003","L071","W003",12,"W001_W010","L071-W003",2,"Treatment",26,74,48,7,1,"REVA","Hunter2025","16-May-25",53,62,100,1,1267,3458,73.6,40.2,15,""
"414","Wheat",2658,18,"2658-W003","L041","W003",13,"W001_W010","L041-W003",2,"Treatment",18,59,40,1,3,"REVA","Hunter2025","16-May-25",54,58,102,1,1338,3654,72.8,42.6,15.1,""
"415","Wheat",3003,3,"3003-W003","L051","W003",14,"W001_W010","L051-W003",2,"Treatment",3,71,43,4,3,"REVA","Hunter2025","16-May-25",54,64,102,1,1581,4317,73.8,43.9,15.1,""
"416","Wheat",2013,8,"2013-W003","L001","W003",15,"W001_W010","L001-W003",1,"Treatment",8,36,20,7,3,"REVA","Hunter2025","16-May-25",54,60,101,1,1744,4762,72.7,41.4,15.2,""
"417","Wheat",2629,12,"2629-W003","L011","W003",16,"W001_W010","L011-W003",2,"Treatment",12,57,33,9,2,"REVA","Hunter2025","16-May-25",53,60,101,1,1387,3787,72.5,42.2,15.2,""
"418","Wheat",4722,2,"4722-W003","L021","W003",2,"W001_W010","L021-W003",2,"Treatment",2,54,31,6,2,"REVA","Clavet2025","8-May-25",55,59,106,1,2118,5782,75.4,43.8,15.2,""
"419","Wheat",1417,4,"1417-W003","L031","W003",17,"W001_W010","L031-W003",1,"Treatment",4,15,7,5,4,"REVA","Hunter2025","16-May-25",54,57,101,1,1446,3946,73.4,41,15.3,""
"420","Wheat",3744,4,"3744-W003","L051","W003",3,"W001_W010","L051-W003",1,"Treatment",4,21,13,1,4,"REVA","Clavet2025","8-May-25",57,60,107,1,2013,5495,75.3,43.2,15.3,""
"421","Wheat",1199,19,"1199-W003","L021","W003",18,"W001_W010","L021-W003",1,"Treatment",19,8,4,7,4,"REVA","Hunter2025","16-May-25",55,58,101,1,1594,4352,73.2,44.7,15.4,""
"422","Wheat",5312,9,"5312-W003","L041","W003",4,"W001_W010","L041-W003",2,"Treatment",9,74,44,7,4,"REVA","Clavet2025","8-May-25",56,65,104,1,1698,4637,78.1,49.8,15.4,""
"423","Wheat",1045,16,"1045-W003","L071","W003",19,"W001_W010","L071-W003",1,"Treatment",16,3,4,2,1,"REVA","Hunter2025","16-May-25",55,67,101,1,1939,5293,72.3,41.9,15.7,""
"424","Wheat",4015,26,"4015-W003","L081","W003",5,"W001_W010","L081-W003",1,"Treatment",26,30,24,1,1,"REVA","Clavet2025","8-May-25",57,65,105,1,1744,4762,77.1,44,15.7,""
"425","Wheat",4103,3,"4103-W003","L031","W003",6,"W001_W010","L031-W003",1,"Treatment",3,33,19,4,3,"REVA","Clavet2025","8-May-25",56,61,104,1,1733,4732,74.7,42.4,15.8,""
"426","Wheat",4563,24,"4563-W003","L061","W003",7,"W001_W010","L061-W003",2,"Treatment",24,48,29,9,4,"REVA","Clavet2025","8-May-25",57,60,105,1,1768,4828,77.5,48.6,15.8,""
"427","Wheat",4624,24,"4624-W003","L081","W003",8,"W001_W010","L081-W003",2,"Treatment",24,50,35,2,4,"REVA","Clavet2025","8-May-25",56,63,106,1,1962,5356,77.8,45.2,15.8,""
"428","Wheat",4671,11,"4671-W003","L091","W003",9,"W001_W010","L091-W003",2,"Treatment",11,52,33,4,1,"REVA","Clavet2025","8-May-25",57,60,105,3,2019,5513,78,46.9,15.8,""
"429","Wheat",3574,14,"3574-W003","L011","W003",10,"W001_W010","L011-W003",1,"Treatment",14,14,9,4,4,"REVA","Clavet2025","8-May-25",57,58,105,4,1499,4091,77.6,51.2,15.9,""
"430","Wheat",5093,13,"5093-W003","L001","W003",11,"W001_W010","L001-W003",2,"Treatment",13,67,39,9,3,"REVA","Clavet2025","8-May-25",56,60,105,1,1378,3763,76.5,47.6,15.9,""
"431","Wheat",3730,11,"3730-W003","L061","W003",12,"W001_W010","L061-W003",1,"Treatment",11,19,9,9,1,"REVA","Clavet2025","8-May-25",57,68,104,1,1779,4855,78,49.2,16,""
"432","Wheat",3846,15,"3846-W003","L071","W003",13,"W001_W010","L071-W003",1,"Treatment",15,24,15,4,5,"REVA","Clavet2025","8-May-25",58,60,105,3,1483,4049,76.9,51,16,""
"433","Wheat",4797,17,"4797-W003","L071","W003",14,"W001_W010","L071-W003",2,"Treatment",17,56,34,8,2,"REVA","Clavet2025","8-May-25",56,57,104,1,1632,4454,77.5,49.5,16,""
"434","Wheat",4080,21,"4080-W003","L041","W003",15,"W001_W010","L041-W003",1,"Treatment",21,32,23,3,1,"REVA","Clavet2025","8-May-25",56,65,105,1,1705,4655,76.8,46,16.1,""
"435","Wheat",4279,2,"4279-W003","L001","W003",16,"W001_W010","L001-W003",1,"Treatment",2,38,19,9,2,"REVA","Clavet2025","8-May-25",57,66,106,1,2092,5710,76,46.8,16.1,""
"436","Wheat",4446,26,"4446-W003","L031","W003",17,"W001_W010","L031-W003",2,"Treatment",26,44,30,5,1,"REVA","Clavet2025","8-May-25",57,65,105,1,1831,4999,77.8,47.9,16.1,""
"437","Wheat",4990,30,"4990-W003","L051","W003",18,"W001_W010","L051-W003",2,"Treatment",30,63,42,5,5,"REVA","Clavet2025","8-May-25",58,56,106,1,1501,4098,77.2,48.8,16.1,""
"438","Wheat",1748,28,"1748-W003","L061","W003",20,"W001_W010","L061-W003",1,"Treatment",28,27,18,7,3,"REVA","Hunter2025","16-May-25",53,56,101,1,1351,4626,73.2,42.6,16.2,""
"439","Wheat",4272,9,"4272-W003","L091","W003",19,"W001_W010","L091-W003",1,"Treatment",9,38,20,9,4,"REVA","Clavet2025","8-May-25",57,63,105,1,1665,4545,76.7,49.1,16.3,""
"440","Wheat",3549,12,"3549-W003","L021","W003",20,"W001_W010","L021-W003",1,"Treatment",12,13,9,3,2,"REVA","Clavet2025","8-May-25",57,62,105,1,1426,3894,77.5,48.8,16.8,""
"441","Wheat",2191,30,"2191-W004","L061","W004",1,"W001_W010","L061-W004",2,"Treatment",30,43,30,4,5,"IDSN46-7091","Hunter2025","16-May-25",57,80,103,1,2279,6222,78.8,40.2,12.3,""
"442","Wheat",2796,25,"2796-W004","L051","W004",2,"W001_W010","L051-W004",2,"Treatment",25,64,41,6,5,"IDSN46-7091","Hunter2025","16-May-25",54,78,101,1,2082,5683,78,41,12.7,""
"443","Wheat",1195,15,"1195-W004","L041","W004",3,"W001_W010","L041-W004",1,"Treatment",15,8,3,7,5,"IDSN46-7091","Hunter2025","16-May-25",56,85,104,1,2270,6198,77.6,40.8,13.3,""
"444","Wheat",3117,4,"3117-W004","L041","W004",4,"W001_W010","L041-W004",2,"Treatment",4,74,43,7,4,"IDSN46-7091","Hunter2025","16-May-25",54,71,101,3,2046,5585,78.3,39.3,13.4,""
"445","Wheat",1170,11,"1170-W004","L081","W004",5,"W001_W010","L081-W004",1,"Treatment",11,7,3,6,1,"IDSN46-7091","Hunter2025","16-May-25",55,86,101,1,2475,6757,77.5,41,13.7,""
"446","Wheat",1368,8,"1368-W004","L061","W004",6,"W001_W010","L061-W004",1,"Treatment",8,14,8,4,3,"IDSN46-7091","Hunter2025","16-May-25",54,60,101,1,1337,3650,77.9,39.7,13.8,""
"447","Wheat",1328,28,"1328-W004","L011","W004",7,"W001_W010","L011-W004",1,"Treatment",28,12,12,2,3,"IDSN46-7091","Hunter2025","16-May-25",54,54,101,1,1904,5198,78.4,41,13.9,""
"448","Wheat",1933,28,"1933-W004","L001","W004",8,"W001_W010","L001-W004",1,"Treatment",28,34,24,5,3,"IDSN46-7091","Hunter2025","16-May-25",55,75,103,1,2364,6454,77.7,40.1,13.9,""
"449","Wheat",2932,9,"2932-W004","L021","W004",9,"W001_W010","L021-W004",2,"Treatment",9,68,44,1,4,"IDSN46-7091","Hunter2025","16-May-25",55,76,102,1,2294,6263,78.3,39,13.9,""
"450","Wheat",1985,25,"1985-W004","L021","W004",10,"W001_W010","L021-W004",1,"Treatment",25,35,23,6,5,"IDSN46-7091","Hunter2025","16-May-25",55,65,102,1,1157,3157,78.9,41.8,14,""
"451","Wheat",2282,2,"2282-W004","L011","W004",11,"W001_W010","L011-W004",2,"Treatment",2,46,25,7,2,"IDSN46-7091","Hunter2025","16-May-25",54,65,101,3,1455,3973,78.1,38.5,14,""
"452","Wheat",5287,27,"5287-W004","L081","W004",1,"W001_W010","L081-W004",2,"Treatment",27,73,48,6,2,"IDSN46-7091","Clavet2025","8-May-25",56,71,106,1,2429,6632,81.8,41.8,14,""
"453","Wheat",2847,27,"2847-W004","L001","W004",12,"W001_W010","L001-W004",2,"Treatment",27,65,42,7,2,"IDSN46-7091","Hunter2025","16-May-25",56,75,101,1,2058,5618,77.9,42.1,14.1,""
"454","Wheat",4886,15,"4886-W004","L001","W004",2,"W001_W010","L001-W004",2,"Treatment",15,60,39,2,5,"IDSN46-7091","Clavet2025","8-May-25",59,65,105,1,1946,5313,80.9,42.7,14.1,""
"455","Wheat",3356,25,"3356-W004","L001","W004",3,"W001_W010","L001-W004",1,"Treatment",25,7,5,6,5,"IDSN46-7091","Clavet2025","8-May-25",57,58,105,1,2089,5704,81.5,43.4,14.2,""
"456","Wheat",3792,9,"3792-W004","L051","W004",4,"W001_W010","L051-W004",1,"Treatment",9,22,14,2,4,"IDSN46-7091","Clavet2025","8-May-25",58,73,106,1,2362,6448,82,43.5,14.2,""
"457","Wheat",1543,3,"1543-W004","L051","W004",13,"W001_W010","L051-W004",1,"Treatment",3,21,13,1,3,"IDSN46-7091","Hunter2025","16-May-25",54,67,102,3,1751,4779,78.4,40.8,14.3,""
"458","Wheat",3398,18,"3398-W004","L041","W004",5,"W001_W010","L041-W004",1,"Treatment",18,8,4,7,3,"IDSN46-7091","Clavet2025","8-May-25",59,70,105,1,2245,6128,81.2,42.8,14.3,""
"459","Wheat",1281,20,"1281-W004","L091","W004",14,"W001_W010","L091-W004",1,"Treatment",20,11,10,1,5,"IDSN46-7091","Hunter2025","16-May-25",54,66,102,1,2018,5508,78.2,44,14.4,""
"460","Wheat",2855,26,"2855-W004","L031","W004",15,"W001_W010","L031-W004",2,"Treatment",26,66,42,8,1,"IDSN46-7091","Hunter2025","16-May-25",54,72,102,1,1847,5041,78.4,42,14.4,""
"461","Wheat",3627,7,"3627-W004","L071","W004",6,"W001_W010","L071-W004",1,"Treatment",7,16,8,6,2,"IDSN46-7091","Clavet2025","8-May-25",57,82,106,1,2594,7083,82.8,45.1,14.4,""
"462","Wheat",4495,15,"4495-W004","L041","W004",7,"W001_W010","L041-W004",2,"Treatment",15,46,27,7,5,"IDSN46-7091","Clavet2025","8-May-25",57,73,105,1,2408,6575,81.1,42.5,14.4,""
"463","Wheat",4794,14,"4794-W004","L061","W004",8,"W001_W010","L061-W004",2,"Treatment",14,56,33,8,4,"IDSN46-7091","Clavet2025","8-May-25",56,59,106,4,1484,4051,81.5,44,14.4,""
"464","Wheat",1160,21,"1160-W004","L031","W004",16,"W001_W010","L031-W004",1,"Treatment",21,7,5,6,1,"IDSN46-7091","Hunter2025","16-May-25",54,62,102,1,1891,5164,78.1,43.8,14.5,""
"465","Wheat",2511,10,"2511-W004","L091","W004",17,"W001_W010","L091-W004",2,"Treatment",10,53,32,5,5,"IDSN46-7091","Hunter2025","16-May-25",55,68,102,1,1712,4675,78.2,40.6,14.5,""
"466","Wheat",4145,16,"4145-W004","L081","W004",9,"W001_W010","L081-W004",1,"Treatment",16,34,22,5,1,"IDSN46-7091","Clavet2025","8-May-25",57,70,105,1,2012,5494,81.6,44,14.5,""
"467","Wheat",4615,15,"4615-W004","L071","W004",10,"W001_W010","L071-W004",2,"Treatment",15,50,33,2,5,"IDSN46-7091","Clavet2025","8-May-25",55,64,105,1,1829,4994,81,42.2,14.5,""
"468","Wheat",5237,24,"5237-W004","L011","W004",11,"W001_W010","L011-W004",2,"Treatment",24,72,47,5,4,"IDSN46-7091","Clavet2025","8-May-25",58,75,107,1,2523,6887,82.4,42.6,14.6,""
"469","Wheat",2348,9,"2348-W004","L081","W004",18,"W001_W010","L081-W004",2,"Treatment",8,48,26,9,3,"IDSN46-7091","Hunter2025","16-May-25",54,63,102,3,1587,4331,78,40.4,14.7,""
"470","Wheat",3828,28,"3828-W004","L091","W004",12,"W001_W010","L091-W004",1,"Treatment",28,23,18,3,3,"IDSN46-7091","Clavet2025","8-May-25",59,73,105,1,2112,5765,81.3,44,14.7,""
"471","Wheat",4237,17,"4237-W004","L021","W004",13,"W001_W010","L021-W004",1,"Treatment",17,37,22,8,2,"IDSN46-7091","Clavet2025","8-May-25",58,65,105,1,1855,5064,80.9,41.5,14.7,""
"472","Wheat",4044,4,"4044-W004","L011","W004",14,"W001_W010","L011-W004",1,"Treatment",4,31,19,2,4,"IDSN46-7091","Clavet2025","8-May-25",58,75,105,1,2356,6432,80,40.6,14.8,""
"473","Wheat",4704,17,"4704-W004","L021","W004",15,"W001_W010","L021-W004",2,"Treatment",17,53,34,5,2,"IDSN46-7091","Clavet2025","8-May-25",57,66,106,1,2158,5892,80.9,43.1,14.8,""
"474","Wheat",4921,21,"4921-W004","L051","W004",16,"W001_W010","L051-W004",2,"Treatment",21,61,41,3,1,"IDSN46-7091","Clavet2025","8-May-25",57,76,106,1,2276,6213,81.5,41.2,14.8,""
"475","Wheat",2120,1,"2120-W004","L071","W004",19,"W001_W010","L071-W004",2,"Treatment",20,40,28,1,5,"IDSN46-7091","Hunter2025","16-May-25",55,67,101,1,1911,5217,77.2,38.4,14.9,""
"476","Wheat",3550,11,"3550-W004","L061","W004",17,"W001_W010","L061-W004",1,"Treatment",11,13,9,3,1,"IDSN46-7091","Clavet2025","8-May-25",56,68,105,1,1622,4428,81.3,43.8,14.9,""
"477","Wheat",4074,27,"4074-W004","L031","W004",18,"W001_W010","L031-W004",1,"Treatment",27,32,24,3,2,"IDSN46-7091","Clavet2025","8-May-25",57,70,105,1,2034,5551,81.7,43.3,14.9,""
"478","Wheat",4980,20,"4980-W004","L031","W004",19,"W001_W010","L031-W004",2,"Treatment",20,63,40,5,5,"IDSN46-7091","Clavet2025","8-May-25",57,70,106,1,1805,4926,81,43.9,14.9,""
"479","Wheat",4408,13,"4408-W004","L091","W004",20,"W001_W010","L091-W004",2,"Treatment",13,43,27,4,3,"IDSN46-7091","Clavet2025","8-May-25",56,65,105,1,1541,4206,80,45.5,15.1,""
"480","Wheat",1683,23,"1683-W004","L071","W004",20,"W001_W010","L071-W004",1,"Treatment",23,25,17,5,3,"IDSN46-7091","Hunter2025","16-May-25",56,81,106,1,1584,5425,77.2,50.1,16.2,""
"481","Wheat",2976,25,"2976-W005","L081","W005",1,"W001_W010","L081-W005",2,"Treatment",25,70,47,3,5,"IDSN46-7109","Hunter2025","16-May-25",54,74,101,1,2213,6043,75.1,41.6,13.1,""
"482","Wheat",2881,1,"2881-W005","L071","W005",2,"W001_W010","L071-W005",2,"Treatment",1,67,37,9,1,"IDSN46-7109","Hunter2025","16-May-25",55,83,104,1,2056,5613,76,42.8,13.4,""
"483","Wheat",3046,15,"3046-W005","L001","W005",3,"W001_W010","L001-W005",2,"Treatment",15,72,45,5,5,"IDSN46-7109","Hunter2025","16-May-25",53,75,101,1,1856,5066,75.3,40.7,13.7,""
"484","Wheat",3386,6,"3386-W005","L041","W005",1,"W001_W010","L041-W005",1,"Treatment",6,8,2,7,1,"IDSN46-7109","Clavet2025","8-May-25",54,61,106,3,1436,3919,78.9,44.2,13.7,""
"485","Wheat",5234,27,"5234-W005","L031","W005",2,"W001_W010","L031-W005",2,"Treatment",27,72,48,5,2,"IDSN46-7109","Clavet2025","8-May-25",55,73,109,3,2351,6417,79.8,45.2,13.8,""
"486","Wheat",5043,23,"5043-W005","L091","W005",3,"W001_W010","L091-W005",2,"Treatment",23,65,41,7,3,"IDSN46-7109","Clavet2025","8-May-25",57,78,107,1,2402,6557,79.7,43.8,13.9,""
"487","Wheat",1408,13,"1408-W005","L081","W005",4,"W001_W010","L081-W005",1,"Treatment",13,15,9,5,3,"IDSN46-7109","Hunter2025","16-May-25",55,90,104,1,2760,7536,75.8,44.4,14,""
"488","Wheat",3081,21,"3081-W005","L051","W005",5,"W001_W010","L051-W005",2,"Treatment",21,73,47,6,1,"IDSN46-7109","Hunter2025","16-May-25",54,75,102,1,2022,5520,75,38.4,14,""
"489","Wheat",5310,11,"5310-W005","L081","W005",4,"W001_W010","L081-W005",2,"Treatment",11,74,45,7,1,"IDSN46-7109","Clavet2025","8-May-25",58,71,106,1,1892,5164,79,47.5,14,""
"490","Wheat",2595,15,"2595-W005","L031","W005",6,"W001_W010","L031-W005",2,"Treatment",15,56,33,8,5,"IDSN46-7109","Hunter2025","16-May-25",52,71,101,3,1787,4878,74.5,41.3,14.1,""
"491","Wheat",3102,19,"3102-W005","L041","W005",7,"W001_W010","L041-W005",2,"Treatment",19,74,46,7,4,"IDSN46-7109","Hunter2025","16-May-25",53,72,101,1,1885,5145,75.5,41.7,14.1,""
"492","Wheat",1975,15,"1975-W005","L051","W005",8,"W001_W010","L051-W005",1,"Treatment",15,35,21,6,5,"IDSN46-7109","Hunter2025","16-May-25",53,76,101,1,2240,6115,75.5,44.8,14.2,""
"493","Wheat",3059,2,"3059-W005","L011","W005",9,"W001_W010","L011-W005",2,"Treatment",2,72,43,5,2,"IDSN46-7109","Hunter2025","16-May-25",53,69,101,3,1646,4494,75.5,43,14.2,""
"494","Wheat",3126,6,"3126-W005","L061","W005",10,"W001_W010","L061-W005",2,"Treatment",6,75,44,8,1,"IDSN46-7109","Hunter2025","16-May-25",54,76,101,1,1928,5262,76.4,41.5,14.2,""
"495","Wheat",3446,6,"3446-W005","L031","W005",5,"W001_W010","L031-W005",1,"Treatment",6,10,2,9,1,"IDSN46-7109","Clavet2025","8-May-25",55,62,105,5,1828,4990,79.2,43.8,14.2,""
"496","Wheat",3762,22,"3762-W005","L021","W005",6,"W001_W010","L021-W005",1,"Treatment",22,21,17,1,2,"IDSN46-7109","Clavet2025","8-May-25",59,75,105,1,2258,6163,79.3,45.9,14.2,""
"497","Wheat",1751,30,"1751-W005","L091","W005",11,"W001_W010","L091-W005",1,"Treatment",30,28,18,8,5,"IDSN46-7109","Hunter2025","16-May-25",54,75,103,1,1583,5420,73.5,42.4,14.5,""
"498","Wheat",1929,29,"1929-W005","L001","W005",12,"W001_W010","L001-W005",1,"Treatment",29,33,24,4,4,"IDSN46-7109","Hunter2025","16-May-25",54,74,103,1,2213,6042,75.4,44.8,14.5,""
"499","Wheat",2639,2,"2639-W005","L021","W005",13,"W001_W010","L021-W005",2,"Treatment",2,57,31,9,2,"IDSN46-7109","Hunter2025","16-May-25",54,62,102,3,1576,4301,74.7,42.4,14.5,""
"500","Wheat",3589,29,"3589-W005","L051","W005",7,"W001_W010","L051-W005",1,"Treatment",29,14,12,4,4,"IDSN46-7109","Clavet2025","8-May-25",57,72,106,1,2418,6600,79.9,45.2,14.5,""
"501","Wheat",4134,27,"4134-W005","L011","W005",8,"W001_W010","L011-W005",1,"Treatment",27,34,24,5,2,"IDSN46-7109","Clavet2025","8-May-25",57,72,108,1,2332,6367,79.8,48.5,14.5,""
"502","Wheat",5004,17,"5004-W005","L011","W005",9,"W001_W010","L011-W005",2,"Treatment",17,64,40,6,2,"IDSN46-7109","Clavet2025","8-May-25",55,62,105,4,1616,4412,78.9,44.8,14.5,""
"503","Wheat",4943,18,"4943-W005","L001","W005",10,"W001_W010","L001-W005",2,"Treatment",18,62,40,4,3,"IDSN46-7109","Clavet2025","8-May-25",55,68,106,4,2200,6007,78.9,46.9,14.7,""
"504","Wheat",4951,10,"4951-W005","L051","W005",11,"W001_W010","L051-W005",2,"Treatment",10,62,38,4,5,"IDSN46-7109","Clavet2025","8-May-25",57,72,106,1,2425,6619,79.4,46,14.7,""
"505","Wheat",5311,10,"5311-W005","L041","W005",12,"W001_W010","L041-W005",2,"Treatment",10,74,44,7,5,"IDSN46-7109","Clavet2025","8-May-25",57,70,106,1,1974,5389,78.8,45.6,14.7,""
"506","Wheat",1836,5,"1836-W005","L071","W005",14,"W001_W010","L071-W005",1,"Treatment",5,30,19,1,5,"IDSN46-7109","Hunter2025","16-May-25",52,63,102,1,1823,4976,74.1,43.6,14.8,""
"507","Wheat",1981,21,"1981-W005","L031","W005",15,"W001_W010","L031-W005",1,"Treatment",21,35,23,6,1,"IDSN46-7109","Hunter2025","16-May-25",54,66,102,1,1610,4395,73.7,42.8,14.8,""
"508","Wheat",3689,9,"3689-W005","L001","W005",13,"W001_W010","L001-W005",1,"Treatment",9,18,8,8,4,"IDSN46-7109","Clavet2025","8-May-25",57,71,108,1,2440,6662,80.1,47,14.8,""
"509","Wheat",5146,6,"5146-W005","L061","W005",14,"W001_W010","L061-W005",2,"Treatment",6,69,44,2,1,"IDSN46-7109","Clavet2025","8-May-25",54,65,105,4,1970,5377,78.5,40.8,14.8,""
"510","Wheat",1861,21,"1861-W005","L061","W005",16,"W001_W010","L061-W005",1,"Treatment",21,31,23,2,1,"IDSN46-7109","Hunter2025","16-May-25",54,70,101,4,1245,3398,75.1,43.4,14.9,""
"511","Wheat",2968,28,"2968-W005","L091","W005",17,"W001_W010","L091-W005",2,"Treatment",28,69,48,2,3,"IDSN46-7109","Hunter2025","16-May-25",53,65,102,1,1575,4301,74.4,42.8,14.9,""
"512","Wheat",4178,18,"4178-W005","L071","W005",15,"W001_W010","L071-W005",1,"Treatment",18,35,22,6,3,"IDSN46-7109","Clavet2025","8-May-25",57,70,105,1,2003,5468,79.3,45.7,14.9,""
