"","Crop","Plot","Range","Unique.ID","Lentil","Wheat","Rep_gen","Facet","Combo","Rep_combo","Type","Col","Row","Block","BlockRow","BlockCol","Name","ENV","Planting.Date..date.","HD","HT","MAT","LD","YLD","Y.ADJ","TWT","KWT","PRO","Notes"
"1822","Wheat",1413,8,"1413-W038","L064","W038",13,"W031_W040","L064-W038",1,"Treatment",8,15,8,5,3,"Imhotep","Hunter2025","16-May-25",53,66,103,1,1620,4423,78.1,49.6,15,""
"1823","Wheat",2338,3,"2338-W038","L074","W038",14,"W031_W040","L074-W038",2,"Treatment",3,47,25,8,3,"Imhotep","Hunter2025","16-May-25",54,67,102,1,2012,5492,78.6,48.7,15,""
"1824","Wheat",3092,29,"3092-W038","L044","W038",15,"W031_W040","L044-W038",2,"Treatment",29,74,48,7,4,"Imhotep","Hunter2025","16-May-25",53,64,101,3,1495,4080,78.5,49.9,15,""
"1825","Wheat",1446,26,"1446-W038","L004","W038",16,"W031_W040","L004-W038",1,"Treatment",26,16,12,6,1,"Imhotep","Hunter2025","16-May-25",55,70,101,1,2132,5821,78.1,49.9,15.1,""
"1826","Wheat",1834,7,"1834-W038","L084","W038",17,"W031_W040","L084-W038",1,"Treatment",7,30,20,1,2,"Imhotep","Hunter2025","16-May-25",54,71,101,1,2289,6248,77.7,49.9,15.2,""
"1827","Wheat",4591,10,"4591-W038","L044","W038",7,"W031_W040","L044-W038",2,"Treatment",10,49,32,1,5,"Imhotep","Clavet2025","8-May-25",57,65,105,1,2453,6696,80,48.9,15.2,""
"1828","Wheat",1559,19,"1559-W038","L034","W038",18,"W031_W040","L034-W038",1,"Treatment",19,21,16,1,4,"Imhotep","Hunter2025","16-May-25",54,65,101,1,2084,5688,78,50,15.3,""
"1829","Wheat",3152,29,"3152-W038","L014","W038",19,"W031_W040","L014-W038",2,"Treatment",29,76,48,9,4,"Imhotep","Hunter2025","16-May-25",55,65,101,1,1734,4733,77.7,46.6,15.3,""
"1830","Wheat",4067,27,"4067-W038","L024","W038",8,"W031_W040","L024-W038",1,"Treatment",27,31,24,2,2,"Imhotep","Clavet2025","8-May-25",57,70,105,1,2234,6099,80.5,49.4,15.3,""
"1831","Wheat",1575,26,"1575-W038","L074","W038",20,"W031_W040","L074-W038",1,"Treatment",26,22,18,2,1,"Imhotep","Hunter2025","16-May-25",55,69,101,1,2152,5875,77,50.3,15.4,""
"1832","Wheat",2084,4,"2084-W038","L074","W038",21,"W031_W040","L074-W038",1,"Treatment",4,78,49,1,4,"Imhotep","Hunter2025","16-May-25",54,69,102,5,1626,4438,77.8,40.7,15.5,""
"1833","Wheat",3592,29,"3592-W038","L034","W038",9,"W031_W040","L034-W038",1,"Treatment",29,15,12,5,4,"Imhotep","Clavet2025","8-May-25",59,78,108,1,2682,7322,81.5,49,15.5,""
"1834","Wheat",5110,30,"5110-W038","L004","W038",10,"W031_W040","L004-W038",2,"Treatment",30,67,42,9,5,"Imhotep","Clavet2025","8-May-25",57,66,106,3,1933,5277,80.2,50.2,15.5,""
"1835","Wheat",4902,2,"4902-W038","L084","W038",11,"W031_W040","L084-W038",2,"Treatment",2,61,37,3,2,"Imhotep","Clavet2025","8-May-25",56,66,105,1,2393,6532,79.3,46.9,15.6,""
"1836","Wheat",3810,10,"3810-W038","L064","W038",12,"W031_W040","L064-W038",1,"Treatment",10,23,14,3,5,"Imhotep","Clavet2025","8-May-25",58,75,105,1,2058,5618,80.7,49.6,15.7,""
"1837","Wheat",4669,9,"4669-W038","L034","W038",13,"W031_W040","L034-W038",2,"Treatment",9,52,32,4,4,"Imhotep","Clavet2025","8-May-25",56,68,106,1,2111,5763,80.1,48,15.8,""
"1838","Wheat",4184,24,"4184-W038","L004","W038",14,"W031_W040","L004-W038",1,"Treatment",24,35,23,6,4,"Imhotep","Clavet2025","8-May-25",56,68,105,1,1630,4450,79.4,45.8,16,""
"1839","Wheat",5374,7,"5374-W038","L054","W038",15,"W031_W040","L054-W038",2,"Treatment",7,76,44,9,2,"Imhotep","Clavet2025","8-May-25",56,60,105,3,2030,5542,79.5,47.1,16.3,""
"1840","Wheat",3393,13,"3393-W038","L054","W038",16,"W031_W040","L054-W038",1,"Treatment",13,8,3,7,3,"Imhotep","Clavet2025","8-May-25",57,73,105,1,2047,5590,80.3,49.4,16.4,""
"1841","Wheat",4200,21,"4200-W038","L014","W038",17,"W031_W040","L014-W038",1,"Treatment",21,36,23,7,1,"Imhotep","Clavet2025","8-May-25",59,74,108,1,2347,6408,80.1,48.9,16.4,""
"1842","Wheat",5131,10,"5131-W038","L014","W038",18,"W031_W040","L014-W038",2,"Treatment",10,68,44,1,5,"Imhotep","Clavet2025","8-May-25",57,76,104,1,2369,6469,80.8,49.1,16.4,""
"1843","Wheat",4642,19,"4642-W038","L064","W038",19,"W031_W040","L064-W038",2,"Treatment",19,51,34,3,4,"Imhotep","Clavet2025","8-May-25",57,69,106,1,1982,5411,80.1,48.4,16.5,""
"1844","Wheat",4313,14,"4313-W038","L074","W038",20,"W031_W040","L074-W038",2,"Treatment",14,40,27,1,4,"Imhotep","Clavet2025","8-May-25",57,65,106,4,1979,5403,79.2,51.1,17.1,""
"1845","Wheat",4904,4,"4904-W039","L044","W039",1,"W031_W040","L044-W039",2,"Treatment",4,61,37,3,4,"Zahle=Jamile1","Clavet2025","8-May-25",56,65,105,1,2076,5668,78.9,45.7,13,""
"1846","Wheat",2762,2,"2762-W039","L044","W039",1,"W031_W040","L044-W039",2,"Treatment",2,63,37,5,2,"Zahle=Jamile1","Hunter2025","16-May-25",55,74,102,1,1928,5262,75.1,41.4,13.3,""
"1847","Wheat",2128,28,"2128-W039","L064","W039",2,"W031_W040","L064-W039",2,"Treatment",28,40,30,1,3,"Zahle=Jamile1","Hunter2025","16-May-25",55,70,103,1,2085,5692,74.8,43.5,13.4,""
"1848","Wheat",3604,17,"3604-W039","L084","W039",2,"W031_W040","L084-W039",1,"Treatment",17,15,10,5,2,"Zahle=Jamile1","Clavet2025","8-May-25",57,70,106,1,2473,6750,79.7,45.5,13.4,""
"1849","Wheat",2644,4,"2644-W039","L014","W039",3,"W031_W040","L014-W039",2,"Treatment",4,59,37,1,4,"Zahle=Jamile1","Hunter2025","16-May-25",56,71,103,1,2178,5947,75.9,43.7,13.5,""
"1850","Wheat",2274,7,"2274-W039","L034","W039",4,"W031_W040","L034-W039",2,"Treatment",7,45,26,6,2,"Zahle=Jamile1","Hunter2025","16-May-25",54,66,103,4,1938,5292,75.6,43.3,13.6,""
"1851","Wheat",2890,10,"2890-W039","L084","W039",5,"W031_W040","L084-W039",2,"Treatment",10,67,38,9,5,"Zahle=Jamile1","Hunter2025","16-May-25",56,71,104,1,2200,6005,75.5,44.4,13.6,""
"1852","Wheat",4274,7,"4274-W039","L074","W039",3,"W031_W040","L074-W039",1,"Treatment",7,38,20,9,2,"Zahle=Jamile1","Clavet2025","8-May-25",57,67,106,1,2227,6080,79.4,45.8,13.7,""
"1853","Wheat",2035,15,"2035-W039","L094","W039",6,"W031_W040","L094-W039",1,"Treatment",15,37,21,8,5,"Zahle=Jamile1","Hunter2025","16-May-25",54,74,102,1,2316,6323,74.3,44.3,13.8,""
"1854","Wheat",3223,23,"3223-W039","L094","W039",4,"W031_W040","L094-W039",1,"Treatment",23,2,5,1,3,"Zahle=Jamile1","Clavet2025","8-May-25",58,71,105,1,2488,6792,79.7,45.8,13.8,""
"1855","Wheat",2315,26,"2315-W039","L094","W039",7,"W031_W040","L094-W039",2,"Treatment",26,47,30,8,1,"Zahle=Jamile1","Hunter2025","16-May-25",56,75,103,1,2176,5941,74.7,42.4,13.9,""
"1856","Wheat",2356,17,"2356-W039","L054","W039",8,"W031_W040","L054-W039",2,"Treatment",16,48,28,9,1,"Zahle=Jamile1","Hunter2025","16-May-25",55,62,103,1,1462,3990,75.4,43,13.9,""
"1857","Wheat",3320,1,"3320-W039","L044","W039",5,"W031_W040","L044-W039",1,"Treatment",1,5,1,4,1,"Zahle=Jamile1","Clavet2025","8-May-25",55,58,106,3,2064,5634,79,45.6,13.9,""
"1858","Wheat",4127,27,"4127-W039","L034","W039",6,"W031_W040","L034-W039",1,"Treatment",27,33,24,4,2,"Zahle=Jamile1","Clavet2025","8-May-25",58,70,107,1,2460,6716,80.1,44.7,13.9,""
"1859","Wheat",4971,11,"4971-W039","L004","W039",7,"W031_W040","L004-W039",2,"Treatment",11,63,39,5,1,"Zahle=Jamile1","Clavet2025","8-May-25",57,68,105,3,2565,7003,79.1,44.7,13.9,""
"1860","Wheat",1087,27,"1087-W039","L014","W039",9,"W031_W040","L014-W039",1,"Treatment",27,4,6,3,2,"Zahle=Jamile1","Hunter2025","16-May-25",55,72,101,1,2213,6042,74.1,46.2,14,""
"1861","Wheat",1315,15,"1315-W039","L054","W039",10,"W031_W040","L054-W039",1,"Treatment",15,12,9,2,5,"Zahle=Jamile1","Hunter2025","16-May-25",56,76,103,1,2381,6501,73,41.7,14,""
"1862","Wheat",3351,30,"3351-W039","L054","W039",8,"W031_W040","L054-W039",1,"Treatment",30,7,6,6,5,"Zahle=Jamile1","Clavet2025","8-May-25",59,71,105,1,2394,6535,79.7,45.6,14,""
"1863","Wheat",3372,9,"3372-W039","L014","W039",9,"W031_W040","L014-W039",1,"Treatment",9,7,2,6,4,"Zahle=Jamile1","Clavet2025","8-May-25",55,65,105,4,1869,5102,78.7,44.4,14,""
"1864","Wheat",5172,29,"5172-W039","L014","W039",10,"W031_W040","L014-W039",2,"Treatment",29,70,48,3,4,"Zahle=Jamile1","Clavet2025","8-May-25",59,70,107,1,2440,6661,79.6,45.1,14,""
"1865","Wheat",2015,6,"2015-W039","L004","W039",11,"W031_W040","L004-W039",1,"Treatment",6,36,20,7,1,"Zahle=Jamile1","Hunter2025","16-May-25",55,74,101,1,2086,5695,74.7,42.7,14.1,""
"1866","Wheat",2434,27,"2434-W039","L004","W039",12,"W031_W040","L004-W039",2,"Treatment",27,51,36,3,2,"Zahle=Jamile1","Hunter2025","16-May-25",55,75,103,1,2329,6359,75.3,41.2,14.1,""
"1867","Wheat",2969,29,"2969-W039","L024","W039",13,"W031_W040","L024-W039",2,"Treatment",29,69,48,2,4,"Zahle=Jamile1","Hunter2025","16-May-25",53,68,101,1,1664,4542,74.9,43.7,14.1,""
"1868","Wheat",3029,29,"3029-W039","L074","W039",14,"W031_W040","L074-W039",2,"Treatment",29,71,48,4,4,"Zahle=Jamile1","Hunter2025","16-May-25",54,65,102,1,1736,4738,76.2,44.8,14.1,""
"1869","Wheat",5213,13,"5213-W039","L054","W039",11,"W031_W040","L054-W039",2,"Treatment",13,71,45,4,3,"Zahle=Jamile1","Clavet2025","8-May-25",58,73,107,1,2361,6446,79.3,46.7,14.1,""
"1870","Wheat",4084,17,"4084-W039","L004","W039",12,"W031_W040","L004-W039",1,"Treatment",17,32,22,3,2,"Zahle=Jamile1","Clavet2025","8-May-25",59,67,106,3,1981,5408,79.2,45.1,14.2,""
"1871","Wheat",1499,19,"1499-W039","L064","W039",15,"W031_W040","L064-W039",1,"Treatment",19,18,10,8,4,"Zahle=Jamile1","Hunter2025","16-May-25",55,65,103,1,1787,4879,76.2,44.4,14.4,""
"1872","Wheat",1558,18,"1558-W039","L074","W039",16,"W031_W040","L074-W039",1,"Treatment",18,21,16,1,3,"Zahle=Jamile1","Hunter2025","16-May-25",55,74,103,1,2147,5861,74.4,43.8,14.4,""
"1873","Wheat",4402,19,"4402-W039","L074","W039",13,"W031_W040","L074-W039",2,"Treatment",19,43,28,4,4,"Zahle=Jamile1","Clavet2025","8-May-25",57,65,105,1,2168,5917,78.8,44.1,14.4,""
"1874","Wheat",4778,3,"4778-W039","L064","W039",14,"W031_W040","L064-W039",2,"Treatment",3,55,31,7,3,"Zahle=Jamile1","Clavet2025","8-May-25",56,61,105,1,1802,4920,78,42.4,14.4,""
"1875","Wheat",5020,1,"5020-W039","L034","W039",15,"W031_W040","L034-W039",2,"Treatment",1,64,37,6,1,"Zahle=Jamile1","Clavet2025","8-May-25",57,65,110,1,2942,8032,79.1,47.2,14.4,""
"1876","Wheat",5113,28,"5113-W039","L094","W039",16,"W031_W040","L094-W039",2,"Treatment",28,68,48,1,3,"Zahle=Jamile1","Clavet2025","8-May-25",57,68,108,1,2114,5772,79.7,48.8,14.4,""
"1877","Wheat",1594,7,"1594-W039","L044","W039",17,"W031_W040","L044-W039",1,"Treatment",7,22,14,2,2,"Zahle=Jamile1","Hunter2025","16-May-25",54,67,102,1,1691,4615,74.5,44.7,14.5,""
"1878","Wheat",1610,10,"1610-W039","L084","W039",18,"W031_W040","L084-W039",1,"Treatment",10,23,14,3,5,"Zahle=Jamile1","Hunter2025","16-May-25",55,75,103,1,2297,6272,73.3,42.6,14.5,""
"1879","Wheat",1707,14,"1707-W039","L034","W039",19,"W031_W040","L034-W039",1,"Treatment",14,26,15,6,4,"Zahle=Jamile1","Hunter2025","16-May-25",56,71,104,1,2136,7316,74.3,43.9,14.6,""
"1880","Wheat",4231,11,"4231-W039","L064","W039",17,"W031_W040","L064-W039",1,"Treatment",11,37,21,8,1,"Zahle=Jamile1","Clavet2025","8-May-25",56,61,105,1,1682,4591,79,47.2,14.8,""
"1881","Wheat",4277,4,"4277-W039","L024","W039",18,"W031_W040","L024-W039",1,"Treatment",4,38,19,9,4,"Zahle=Jamile1","Clavet2025","8-May-25",57,65,105,3,2125,5801,76.9,39.7,14.8,""
"1882","Wheat",4470,11,"4470-W039","L024","W039",19,"W031_W040","L024-W039",2,"Treatment",11,45,27,6,1,"Zahle=Jamile1","Clavet2025","8-May-25",56,64,106,3,2006,5476,79.6,50.6,15.7,""
"1883","Wheat",1010,10,"1010-W039","L024","W039",20,"W031_W040","L024-W039",1,"Treatment",10,2,2,1,5,"Zahle=Jamile1","Hunter2025","16-May-25",55,66,103,1,2031,5544,74.1,42.5,15.9,""
"1884","Wheat",5096,16,"5096-W039","L084","W039",20,"W031_W040","L084-W039",2,"Treatment",16,67,40,9,1,"Zahle=Jamile1","Clavet2025","8-May-25",58,58,106,1,1702,4646,NA,NA,NA,"Subsample for NIR scanning were mixed"
"1885","Wheat",2928,13,"2928-W040","L074","W040",1,"W031_W040","L074-W040",2,"Treatment",13,68,45,1,3,"Icarasha 2","Hunter2025","16-May-25",53,75,103,6,1997,5452,77.1,46.9,13.9,""
"1886","Wheat",3158,23,"3158-W040","L004","W040",2,"W031_W040","L004-W040",2,"Treatment",23,76,47,9,3,"Icarasha 2","Hunter2025","16-May-25",56,81,102,1,2008,5481,75.6,43.4,14,""
"1887","Wheat",2492,29,"2492-W040","L054","W040",3,"W031_W040","L054-W040",2,"Treatment",29,53,36,5,4,"Icarasha 2","Hunter2025","16-May-25",54,76,104,1,2003,5468,74.9,45.3,14.3,""
"1888","Wheat",2404,4,"2404-W040","L034","W040",4,"W031_W040","L034-W040",2,"Treatment",4,50,31,2,4,"Icarasha 2","Hunter2025","16-May-25",55,69,104,3,1680,4586,76.8,47.3,14.4,""
"1889","Wheat",3116,5,"3116-W040","L014","W040",5,"W031_W040","L014-W040",2,"Treatment",5,74,43,7,5,"Icarasha 2","Hunter2025","16-May-25",53,79,103,4,1879,5131,75.7,45.1,14.4,""
"1890","Wheat",3802,2,"3802-W040","L044","W040",1,"W031_W040","L044-W040",1,"Treatment",2,23,13,3,2,"Icarasha 2","Clavet2025","8-May-25",55,61,105,4,1744,4762,79,45.5,14.4,""
"1891","Wheat",2374,27,"2374-W040","L064","W040",6,"W031_W040","L064-W040",2,"Treatment",27,49,36,1,2,"Icarasha 2","Hunter2025","16-May-25",55,80,104,1,2022,5521,75.3,45.2,14.5,""
"1892","Wheat",2664,24,"2664-W040","L094","W040",7,"W031_W040","L094-W040",2,"Treatment",24,59,41,1,4,"Icarasha 2","Hunter2025","16-May-25",54,78,101,1,1914,5224,75.1,43.6,14.6,""
"1893","Wheat",3224,24,"3224-W040","L014","W040",2,"W031_W040","L014-W040",1,"Treatment",24,2,5,1,4,"Icarasha 2","Clavet2025","8-May-25",57,73,106,3,2216,6048,79.4,49,14.6,""
"1894","Wheat",1726,6,"1726-W040","L004","W040",8,"W031_W040","L004-W040",1,"Treatment",6,27,14,7,1,"Icarasha 2","Hunter2025","16-May-25",53,67,104,5,1122,3842,75.3,45.5,14.7,""
"1895","Wheat",1778,3,"1778-W040","L094","W040",9,"W031_W040","L094-W040",1,"Treatment",3,28,13,8,3,"Icarasha 2","Hunter2025","16-May-25",53,65,104,4,1076,3686,74.4,45.3,14.7,""
"1896","Wheat",4545,6,"4545-W040","L034","W040",3,"W031_W040","L034-W040",2,"Treatment",6,48,26,9,1,"Icarasha 2","Clavet2025","8-May-25",55,65,106,4,1766,4821,79.7,46.7,14.7,""
"1897","Wheat",2683,18,"2683-W040","L084","W040",10,"W031_W040","L084-W040",2,"Treatment",18,60,40,2,3,"Icarasha 2","Hunter2025","16-May-25",53,69,101,5,1746,4766,76.7,47.9,14.8,""
"1898","Wheat",1079,19,"1079-W040","L074","W040",11,"W031_W040","L074-W040",1,"Treatment",19,4,4,3,4,"Icarasha 2","Hunter2025","16-May-25",53,77,102,5,1769,4829,75.9,48.4,14.9,""
"1899","Wheat",1406,15,"1406-W040","L024","W040",12,"W031_W040","L024-W040",1,"Treatment",15,15,9,5,5,"Icarasha 2","Hunter2025","16-May-25",55,90,104,1,2405,6566,75,46.7,14.9,""
"1900","Wheat",3447,7,"3447-W040","L074","W040",4,"W031_W040","L074-W040",1,"Treatment",7,10,2,9,2,"Icarasha 2","Clavet2025","8-May-25",54,75,105,5,2167,5916,80.2,47.7,14.9,""
"1901","Wheat",1370,10,"1370-W040","L034","W040",13,"W031_W040","L034-W040",1,"Treatment",10,14,8,4,5,"Icarasha 2","Hunter2025","16-May-25",54,83,103,3,2082,5685,75.6,46.3,15,""
"1902","Wheat",2667,27,"2667-W040","L024","W040",14,"W031_W040","L024-W040",2,"Treatment",27,59,42,1,2,"Icarasha 2","Hunter2025","16-May-25",53,79,105,5,1956,5341,75.6,45.3,15,""
"1903","Wheat",5005,16,"5005-W040","L094","W040",5,"W031_W040","L094-W040",2,"Treatment",16,64,40,6,1,"Icarasha 2","Clavet2025","8-May-25",55,66,106,4,1428,3898,79.6,47.4,15,""
"1904","Wheat",2703,3,"2703-W040","L044","W040",15,"W031_W040","L044-W040",2,"Treatment",3,61,37,3,3,"Icarasha 2","Hunter2025","16-May-25",55,77,104,4,1941,5298,75.8,47.2,15.1,""
"1905","Wheat",4626,26,"4626-W040","L084","W040",6,"W031_W040","L084-W040",2,"Treatment",26,50,36,2,1,"Icarasha 2","Clavet2025","8-May-25",58,74,106,4,2018,5509,80.1,46.1,15.1,""
"1906","Wheat",1237,4,"1237-W040","L084","W040",16,"W031_W040","L084-W040",1,"Treatment",4,9,1,8,4,"Icarasha 2","Hunter2025","16-May-25",53,67,104,5,1368,3735,75.5,47.2,15.2,""
"1907","Wheat",3705,25,"3705-W040","L034","W040",7,"W031_W040","L034-W040",1,"Treatment",25,18,11,8,5,"Icarasha 2","Clavet2025","8-May-25",56,73,107,4,1992,5438,80.6,48,15.2,""
"1908","Wheat",4011,30,"4011-W040","L004","W040",8,"W031_W040","L004-W040",1,"Treatment",30,30,24,1,5,"Icarasha 2","Clavet2025","8-May-25",56,69,105,4,1730,4722,80.2,46.2,15.2,""
"1909","Wheat",4133,28,"4133-W040","L094","W040",9,"W031_W040","L094-W040",1,"Treatment",28,34,24,5,3,"Icarasha 2","Clavet2025","8-May-25",60,75,107,3,2278,6219,80.5,50.8,15.2,""
"1910","Wheat",4825,16,"4825-W040","L044","W040",10,"W031_W040","L044-W040",2,"Treatment",16,57,34,9,1,"Icarasha 2","Clavet2025","8-May-25",56,59,105,5,1343,3667,79.8,46.6,15.2,""
"1911","Wheat",1444,24,"1444-W040","L014","W040",17,"W031_W040","L014-W040",1,"Treatment",24,16,11,6,4,"Icarasha 2","Hunter2025","16-May-25",54,58,103,4,1529,4174,75.8,46.6,15.3,""
"1912","Wheat",1589,12,"1589-W040","L054","W040",18,"W031_W040","L054-W040",1,"Treatment",12,22,15,2,2,"Icarasha 2","Hunter2025","16-May-25",54,84,102,1,2308,6301,74.6,47.4,15.3,""
"1913","Wheat",3827,27,"3827-W040","L054","W040",11,"W031_W040","L054-W040",1,"Treatment",27,23,18,3,2,"Icarasha 2","Clavet2025","8-May-25",57,96,106,4,1945,5311,80.8,48,15.3,""
"1914","Wheat",5215,15,"5215-W040","L054","W040",12,"W031_W040","L054-W040",2,"Treatment",15,71,45,4,5,"Icarasha 2","Clavet2025","8-May-25",56,64,106,4,1502,4099,80,48.4,15.4,""
"1915","Wheat",5335,15,"5335-W040","L074","W040",13,"W031_W040","L074-W040",2,"Treatment",15,75,45,8,5,"Icarasha 2","Clavet2025","8-May-25",56,71,106,1,1774,4842,79.8,50,15.4,""
"1916","Wheat",3516,16,"3516-W040","L084","W040",14,"W031_W040","L084-W040",1,"Treatment",16,12,10,2,1,"Icarasha 2","Clavet2025","8-May-25",54,66,105,4,1670,4560,80.6,46.3,15.5,""
"1917","Wheat",3739,2,"3739-W040","L064","W040",15,"W031_W040","L064-W040",1,"Treatment",2,19,7,9,2,"Icarasha 2","Clavet2025","8-May-25",55,70,105,4,1755,4791,79.6,49,15.5,""
"1918","Wheat",4827,14,"4827-W040","L014","W040",16,"W031_W040","L014-W040",2,"Treatment",14,57,33,9,4,"Icarasha 2","Clavet2025","8-May-25",55,67,108,5,1413,3858,80,47.4,15.5,""
"1919","Wheat",5286,26,"5286-W040","L024","W040",17,"W031_W040","L024-W040",2,"Treatment",26,73,48,6,1,"Icarasha 2","Clavet2025","8-May-25",56,72,107,4,1900,5188,79.9,48.4,15.5,""
"1920","Wheat",5350,30,"5350-W040","L004","W040",18,"W031_W040","L004-W040",2,"Treatment",30,75,48,8,5,"Icarasha 2","Clavet2025","8-May-25",57,80,106,3,2188,5973,80,50.2,15.6,""
"1921","Wheat",1568,28,"1568-W040","L044","W040",19,"W031_W040","L044-W040",1,"Treatment",28,21,18,1,3,"Icarasha 2","Hunter2025","16-May-25",53,70,104,5,1661,4535,75.1,47.9,15.7,""
"1922","Wheat",4047,7,"4047-W040","L024","W040",19,"W031_W040","L024-W040",1,"Treatment",7,31,20,2,2,"Icarasha 2","Clavet2025","8-May-25",56,75,106,4,1605,4382,79.8,49.9,15.8,""
"1923","Wheat",4657,4,"4657-W040","L064","W040",20,"W031_W040","L064-W040",2,"Treatment",4,51,31,3,4,"Icarasha 2","Clavet2025","8-May-25",56,70,109,6,1731,4725,79.1,49.8,16.1,""
"1924","Wheat",1784,4,"1784-W040","L064","W040",20,"W031_W040","L064-W040",1,"Treatment",4,29,13,9,4,"Icarasha 2","Hunter2025","16-May-25",52,65,104,5,1225,3344,75.8,48.8,16.7,""
"1925","Wheat",2490,30,"2490-W041","L065","W041",1,"W041_W050","L065-W041",2,"Treatment",30,52,36,4,5,"Margherita","Hunter2025","16-May-25",55,70,102,1,2142,5848,77.5,46.3,13.9,""
"1926","Wheat",2809,12,"2809-W041","L055","W041",2,"W041_W050","L055-W041",2,"Treatment",12,64,39,6,2,"Margherita","Hunter2025","16-May-25",55,78,101,1,2261,6172,76.8,44.6,14,""
"1927","Wheat",1290,11,"1290-W041","L055","W041",3,"W041_W050","L055-W041",1,"Treatment",11,11,9,1,1,"Margherita","Hunter2025","16-May-25",54,72,102,1,2230,6087,75.6,47.8,14.3,""
"1928","Wheat",3380,1,"3380-W041","L035","W041",1,"W041_W050","L035-W041",1,"Treatment",1,7,1,6,1,"Margherita","Clavet2025","8-May-25",54,60,105,3,1838,5017,80,48.8,14.3,""
"1929","Wheat",3146,26,"3146-W041","L035","W041",4,"W041_W050","L035-W041",2,"Treatment",26,75,48,8,1,"Margherita","Hunter2025","16-May-25",52,72,101,4,1730,4722,76.9,46.5,14.5,""
"1930","Wheat",3564,4,"3564-W041","L005","W041",2,"W041_W050","L005-W041",1,"Treatment",4,14,7,4,4,"Margherita","Clavet2025","8-May-25",55,61,105,4,1927,5261,80,49,14.5,""
"1931","Wheat",1248,8,"1248-W041","L005","W041",5,"W041_W050","L005-W041",1,"Treatment",8,10,2,9,3,"Margherita","Hunter2025","16-May-25",53,65,101,1,1695,4628,76.6,45.9,14.6,""
"1932","Wheat",2818,3,"2818-W041","L085","W041",6,"W041_W050","L085-W041",2,"Treatment",3,64,37,6,3,"Margherita","Hunter2025","16-May-25",53,75,101,1,1974,5389,76.9,46.4,14.6,""
"1933","Wheat",1203,23,"1203-W041","L035","W041",7,"W041_W050","L035-W041",1,"Treatment",23,8,5,7,3,"Margherita","Hunter2025","16-May-25",53,68,101,1,2044,5581,76,48.3,14.7,""
"1934","Wheat",1966,6,"1966-W041","L075","W041",8,"W041_W050","L075-W041",1,"Treatment",6,35,20,6,1,"Margherita","Hunter2025","16-May-25",53,64,102,4,1556,4248,77.3,45.8,14.7,""
"1935","Wheat",3420,21,"3420-W041","L055","W041",3,"W041_W050","L055-W041",1,"Treatment",21,9,5,8,1,"Margherita","Clavet2025","8-May-25",55,68,106,3,2114,5770,80.8,48.2,14.7,""
"1936","Wheat",3138,18,"3138-W041","L025","W041",9,"W041_W050","L025-W041",2,"Treatment",18,75,46,8,3,"Margherita","Hunter2025","16-May-25",54,67,101,1,1986,5421,77.7,49.3,14.8,""
"1937","Wheat",1167,14,"1167-W041","L085","W041",10,"W041_W050","L085-W041",1,"Treatment",14,7,3,6,4,"Margherita","Hunter2025","16-May-25",55,77,103,1,2395,6539,75.2,47,14.9,""
"1938","Wheat",1316,16,"1316-W041","L045","W041",11,"W041_W050","L045-W041",1,"Treatment",16,12,10,2,1,"Margherita","Hunter2025","16-May-25",54,80,102,1,2574,7028,76.2,48.8,14.9,""
"1939","Wheat",3582,22,"3582-W041","L065","W041",4,"W041_W050","L065-W041",1,"Treatment",22,14,11,4,2,"Margherita","Clavet2025","8-May-25",57,66,105,1,1965,5365,80.6,50.1,14.9,""
"1940","Wheat",1377,17,"1377-W041","L025","W041",12,"W041_W050","L025-W041",1,"Treatment",17,14,10,4,2,"Margherita","Hunter2025","16-May-25",53,67,101,1,2137,5835,76.8,47.3,15,""
"1941","Wheat",2165,5,"2165-W041","L005","W041",13,"W041_W050","L005-W041",2,"Treatment",5,42,25,3,5,"Margherita","Hunter2025","16-May-25",52,65,102,3,1515,4136,75.8,43.6,15.1,""
"1942","Wheat",3216,16,"3216-W041","L085","W041",5,"W041_W050","L085-W041",1,"Treatment",16,2,4,1,1,"Margherita","Clavet2025","8-May-25",54,65,104,4,2141,5844,80.7,52.8,15.1,""
"1943","Wheat",4338,23,"4338-W041","L015","W041",6,"W041_W050","L015-W041",2,"Treatment",23,41,29,2,3,"Margherita","Clavet2025","8-May-25",55,65,106,1,2258,6165,80.5,48.8,15.1,""
"1944","Wheat",5206,6,"5206-W041","L075","W041",7,"W041_W050","L075-W041",2,"Treatment",6,71,44,4,1,"Margherita","Clavet2025","8-May-25",55,65,105,4,2249,6141,80.8,44.8,15.1,""
"1945","Wheat",1955,6,"1955-W041","L015","W041",14,"W041_W050","L015-W041",1,"Treatment",6,34,20,5,1,"Margherita","Hunter2025","16-May-25",52,68,100,1,1803,4923,76.4,46.9,15.2,""
"1946","Wheat",2260,21,"2260-W041","L095","W041",15,"W041_W050","L095-W041",2,"Treatment",21,45,29,6,1,"Margherita","Hunter2025","16-May-25",53,58,101,1,1228,3352,76.1,44.5,15.2,""
"1947","Wheat",2721,21,"2721-W041","L015","W041",16,"W041_W050","L015-W041",2,"Treatment",21,61,41,3,1,"Margherita","Hunter2025","16-May-25",54,80,101,1,2289,6248,76,48,15.2,""
